articulo; palabra  ; silaba_tonica; campo_semantico; color_campo; color_fondo; ejemplo                                 ; gramapop                                                                          ; combo1_estructura        ; combo1_ejemplo                  ; combo2_estructura          ; combo2_ejemplo                ; combo3_estructura               ; combo3_ejemplo                   ; EN       ; FR         ; PT         ; AL        ; PL       ; NL         ; GR          ; TR         ; CZ
el      ; TIBURÓN  ; ti-bu-RÓN    ; ANIMALES       ; #33414A    ; #95CDEA    ; El tiburón es muy grande.               ; el/un tiburón | los/unos tiburones | Masculino · plural sin tilde: tiburones      ; hay + (un/una) + [animal]; En el mar hay tiburones.        ; comer + [comida]           ; El tiburón come peces.        ; me gusta(n) + (el/la) + [animal]; Me gusta el tiburón.             ; SHARK    ; REQUIN     ; TUBARÃO    ; HAI       ; REKIN    ; HAAI       ; ΚΑΡΧΑΡΙΑΣ   ; KÖPEKBALIĞI; ŽRALOK
el      ; ORANGUTÁN; o-ran-gu-TÁN ; ANIMALES       ; #33414A    ; #95CDEA    ; El orangután vive en la selva.          ; el/un orangután | los/unos orangutanes | Masculino · plural sin tilde: orangutanes; hay + (un/una) + [animal]; En el zoo hay un orangután.     ; vivir en + [lugar]         ; El orangután vive en la selva.; me gusta(n) + (el/la) + [animal]; Me gustan los orangutanes.       ; ORANGUTAN; ORANG-OUTAN; ORANGOTANGO; ORANG-UTAN; ORANGUTAN; ORANG-OETAN; ΟΥΡΑΚΟΤΑΓΚΟΣ; ORANGUTAN  ; ORANGUTAN
la      ; YEGUA    ; YE-gua       ; ANIMALES       ; #33414A    ; #EAA095    ; La yegua es la madre del potro.         ; la/una yegua | las/unas yeguas | Masculino: caballo                               ; hay + (un/una) + [animal]; En el campo hay una yegua.      ; vivir en + [lugar]         ; La yegua vive en el campo.    ; tener + (un/una) + [animal]     ; Mi abuelo tiene una yegua.       ; MARE     ; JUMENT     ; ÉGUA       ; STUTE     ; KLACZ    ; MERRIE     ; ΦΟΡΑΔΑ      ; KISRAK     ; KLISNA
el      ; POTRO    ; PO-tro       ; ANIMALES       ; #33414A    ; #95CDEA    ; El potro juega con su madre.            ; el/un potro | los/unos potros | Femenino: potra | La cría del caballo             ; hay + (un/una) + [animal]; En la granja hay un potro.      ; comer + [comida]           ; El potro come hierba.         ; vivir en + [lugar]              ; El potro vive en la granja.      ; FOAL     ; POULAIN    ; POTRO      ; FOHLEN    ; ŹREBAK   ; VEULEN     ; ΠΟΥΛΑΡΙ     ; TAY        ; HŘÍBĚ
el      ; MAMÍFERO ; ma-MÍ-fe-ro  ; ANIMALES       ; #33414A    ; #95CDEA    ; El león es un mamífero.                 ; el/un mamífero | los/unos mamíferos | Femenino: mamífera | Esdrújula con tilde       ; hay + (un/una) + [animal]; En el zoo hay muchos mamíferos. ; vivir en + [lugar]         ; Los mamíferos viven en la selva.; me gusta(n) + (el/la) + [animal]; Me gustan los mamíferos.         ; MAMMAL   ; MAMMIFÈRE  ; MAMÍFERO   ; SÄUGETIER ; SSAK     ; ZOOGDIER   ; ΘΗΛΑΣΤΙΚΟ   ; MEMELİ     ; SAVEC
el      ; ANFIBIO  ; an-FI-bio    ; ANIMALES       ; #33414A    ; #95CDEA    ; La rana es un anfibio.                  ; el/un anfibio | los/unos anfibios | Femenino: anfibia                                ; hay + (un/una) + [animal]; En el zoo hay anfibios.         ; vivir en + [lugar]         ; Los anfibios viven cerca del agua.; me gusta(n) + (el/la) + [animal]; Me gustan los anfibios.         ; AMPHIBIAN; AMPHIBIEN  ; ANFÍBIO    ; AMPHIBIE  ; PŁAZ     ; AMFIBIE    ; ΑΜΦΙΒΙΟ     ; AMFİBİ     ; OBOJŽIVELNÍK
el      ; REPTIL   ; rep-TIL      ; ANIMALES       ; #33414A    ; #95CDEA    ; La serpiente es un reptil.              ; el/un reptil | los/unos reptiles | Plural sin tilde: reptiles                          ; hay + (un/una) + [animal]; En el zoo hay reptiles.         ; vivir en + [lugar]         ; Los reptiles viven en lugares cálidos.; me gusta(n) + (el/la) + [animal]; Me gustan los reptiles.        ; REPTILE  ; REPTILE    ; RÉPTIL     ; REPTIL    ; GAD      ; REPTIEL    ; ΕΡΠΕΤΟ      ; SÜRÜNGEN   ; PLAZ
el      ; AVE      ; A-ve         ; ANIMALES       ; #33414A    ; #EAA095    ; La paloma es un ave.                    ; el/un ave | las/unas aves | Femenino · 'el' por 'a-' tónica inicial                    ; hay + (un/una) + [animal]; En el zoo hay muchas aves.      ; vivir en + [lugar]         ; Las aves viven en los árboles.; me gusta(n) + (el/la) + [animal]; Me gustan las aves.              ; BIRD     ; OISEAU     ; AVE        ; VOGEL     ; PTAK     ; VOGEL      ; ΠΟΥΛΙ       ; KUŞ        ; PTÁK
el      ; CIERVO   ; CIER-vo      ; ANIMALES       ; #33414A    ; #95CDEA    ; El ciervo vive en el bosque.            ; el/un ciervo | los/unos ciervos | Femenino: cierva                                     ; hay + (un/una) + [animal]; En el bosque hay ciervos.       ; vivir en + [lugar]         ; El ciervo vive en el bosque.  ; me gusta(n) + (el/la) + [animal]; Me gustan los ciervos.           ; DEER     ; CERF       ; VEADO      ; HIRSCH    ; JELEŃ    ; HERT       ; ΕΛΑΦΙ       ; GEYİK      ; JELEN
la      ; CEBRA    ; CE-bra       ; ANIMALES       ; #33414A    ; #EAA095    ; La cebra es blanca y negra.             ; la/una cebra | las/unas cebras | Femenino                                              ; hay + (un/una) + [animal]; En el zoo hay cebras.           ; vivir en + [lugar]         ; La cebra vive en la sabana.   ; me gusta(n) + (el/la) + [animal]; Me gustan las cebras.            ; ZEBRA    ; ZÈBRE      ; ZEBRA      ; ZEBRA     ; ZEBRA    ; ZEBRA      ; ΖΕΒΡΑ       ; ZEBRA      ; ZEBRA
la      ; RANA     ; RA-na        ; ANIMALES       ; #33414A    ; #EAA095    ; La rana vive en el agua.                ; la/una rana | las/unas ranas | Femenino                                                ; hay + (un/una) + [animal]; En el zoo hay ranas.            ; vivir en + [lugar]         ; La rana vive cerca del agua.  ; comer + [comida]                ; La rana come insectos.           ; FROG     ; GRENOUILLE ; RÃ         ; FROSCH    ; ŻABA     ; KIKKER     ; ΒΑΤΡΑΧΟΣ    ; KURBAĞA    ; ŽÁBA
la      ; TORTUGA  ; tor-TU-ga    ; ANIMALES       ; #33414A    ; #EAA095    ; La tortuga camina muy despacio.         ; la/una tortuga | las/unas tortugas | Femenino                                          ; hay + (un/una) + [animal]; En el zoo hay tortugas.         ; vivir en + [lugar]         ; La tortuga vive en el agua y en la tierra.; tener + (un/una) + [animal]   ; Mi prima tiene una tortuga.    ; TURTLE   ; TORTUE     ; TARTARUGA  ; SCHILDKRÖTE; ŻÓŁW    ; SCHILDPAD  ; ΧΕΛΩΝΑ      ; KAPLUMBAĞA ; ŽELVA
el      ; COCODRILO; co-co-DRI-lo ; ANIMALES       ; #33414A    ; #95CDEA    ; El cocodrilo vive en el río.            ; el/un cocodrilo | los/unos cocodrilos | Masculino                                      ; hay + (un/una) + [animal]; En el zoo hay cocodrilos.       ; vivir en + [lugar]         ; El cocodrilo vive en el río.  ; comer + [comida]                ; El cocodrilo come carne.         ; CROCODILE; CROCODILE  ; CROCODILO  ; KROKODIL  ; KROKODYL ; KROKODIL   ; ΚΡΟΚΟΔΕΙΛΟΣ ; TİMSAH     ; KROKODÝL
la      ; VÍBORA   ; VÍ-bo-ra     ; ANIMALES       ; #33414A    ; #EAA095    ; La víbora es una serpiente venenosa.    ; la/una víbora | las/unas víboras | Femenino · Esdrújula con tilde                       ; hay + (un/una) + [animal]; En el zoo hay víboras.          ; vivir en + [lugar]         ; La víbora vive en el bosque.  ; comer + [comida]                ; La víbora come ratones.          ; VIPER    ; VIPÈRE     ; VÍBORA     ; VIPER     ; ŻMIJA    ; ADDER      ; ΟΧΙΑ        ; ENGEREK    ; ZMIJE
el      ; PITÓN    ; pi-TÓN       ; ANIMALES       ; #33414A    ; #95CDEA    ; El pitón es una serpiente muy grande.   ; el/un pitón | los/unos pitones | Masculino · plural sin tilde: pitones                  ; hay + (un/una) + [animal]; En el zoo hay un pitón.         ; vivir en + [lugar]         ; El pitón vive en la selva.    ; comer + [comida]                ; El pitón come animales grandes.  ; PYTHON   ; PYTHON     ; PÍTON      ; PYTHON    ; PYTON    ; PYTHON     ; ΠΥΘΩΝΑΣ     ; PİTON      ; KRAJTA
la      ; BOA      ; BO-a         ; ANIMALES       ; #33414A    ; #EAA095    ; La boa es una serpiente sin veneno.     ; la/una boa | las/unas boas | Femenino                                                  ; hay + (un/una) + [animal]; En el zoo hay una boa.          ; vivir en + [lugar]         ; La boa vive en la selva.      ; comer + [comida]                ; La boa come animales pequeños.   ; BOA      ; BOA        ; JIBOIA     ; BOA       ; BOA      ; BOA        ; ΒΟΑΣ        ; BOA        ; HROZNÝŠ
la      ; PALOMA   ; pa-LO-ma     ; ANIMALES       ; #33414A    ; #EAA095    ; La paloma vive en la ciudad.            ; la/una paloma | las/unas palomas | Masculino: palomo                                   ; hay + (un/una) + [animal]; En la plaza hay palomas.        ; vivir en + [lugar]         ; La paloma vive en la ciudad.  ; comer + [comida]                ; La paloma come pan.              ; DOVE     ; COLOMBE    ; POMBA      ; TAUBE     ; GOŁĄB    ; DUIF       ; ΠΕΡΙΣΤΕΡΙ   ; GÜVERCİN   ; HOLUB
el      ; LORO     ; LO-ro        ; ANIMALES       ; #33414A    ; #95CDEA    ; El loro habla mucho.                    ; el/un loro | los/unos loros | Femenino: lora                                            ; hay + (un/una) + [animal]; En el zoo hay loros.            ; tener + (un/una) + [animal]; Mi tía tiene un loro.         ; me gusta(n) + (el/la) + [animal]; Me gustan los loros.             ; PARROT   ; PERROQUET  ; PAPAGAIO   ; PAPAGEI   ; PAPUGA   ; PAPEGAAI   ; ΠΑΠΑΓΑΛΟΣ   ; PAPAĞAN    ; PAPOUŠEK
la      ; CACATÚA  ; ca-ca-TÚ-a   ; ANIMALES       ; #33414A    ; #EAA095    ; La cacatúa es un ave de Australia.      ; la/una cacatúa | las/unas cacatúas | Femenino · hiato con tilde                         ; hay + (un/una) + [animal]; En el zoo hay cacatúas.         ; vivir en + [lugar]         ; La cacatúa vive en los árboles.; me gusta(n) + (el/la) + [animal]; Me gustan las cacatúas.          ; COCKATOO ; CACATOÈS   ; CACATUA    ; KAKADU    ; KAKADU   ; KAKETOE    ; ΚΑΚΑΤΟΥΑ    ; KAKADU     ; KAKADU
