articulo; palabra    ; silaba_tonica  ; campo_semantico; color_campo; color_fondo; ejemplo                                   ; gramapop                                             ; combo1_estructura                                        ; combo1_ejemplo                          ; combo2_estructura                                        ; combo2_ejemplo                      ; combo3_estructura                                        ; combo3_ejemplo                            ; EN             ; FR        ; PT              ; AL           ; PL       ; NL        ; GR         ; TR              ; CZ
la      ; LAVADORA   ; la-va-DO-ra    ; MOBILIARIO     ; #4A1E14    ; #EAA095    ; Necesito una lavadora nueva.              ; la/una lavadora | las/unas lavadoras | Femenino      ; necesitar + un/una + [objeto]                            ; Necesito una lavadora nueva.            ; tener + un/una + [objeto]                                ; Tengo una lavadora en casa.         ; [objeto] + estar en + el/la + [parte de la casa]         ; La lavadora está en la cocina.            ; WASHING MACHINE; LAVE-LINGE; MÁQUINA DE LAVAR; WASCHMASCHINE; PRALKA   ; WASMACHINE; ΠΛΥΝΤΗΡΙΟ  ; ÇAMAŞIR MAKİNESİ; PRAČKA
la      ; LÁMPARA    ; LÁM-pa-ra      ; MOBILIARIO     ; #4A1E14    ; #EAA095    ; La lámpara es pequeña.                    ; la/una lámpara | las/unas lámparas | Femenino        ; el/la + [objeto] + es + [adjetivo descriptivo]           ; La lámpara es pequeña.                  ; mi/tu/su + [objeto] + es + [cualidad]                    ; Mi lámpara es antigua.              ; hay + un/una + [objeto] + en + el/la + [parte de la casa]; Hay una lámpara al lado de la cama.       ; LAMP           ; LAMPE     ; CANDEEIRO       ; LAMPE        ; LAMPA    ; LAMP      ; ΛΑΜΠΑ      ; LAMBA           ; LAMPA
la      ; MESA       ; ME-sa          ; MOBILIARIO     ; #4A1E14    ; #EAA095    ; La mesa está en el salón-comedor.         ; la/una mesa | las/unas mesas | Femenino              ; [objeto1] + estar al lado de + el/la + [objeto2]         ; La mesa está al lado de las sillas.     ; el/la + [objeto] + es + [adjetivo descriptivo]           ; La mesa es grande.                  ; [objeto] + estar en + el/la + [parte de la casa]         ; La mesa está en el salón-comedor.         ; TABLE          ; TABLE     ; MESA            ; TISCH        ; STÓŁ     ; TAFEL     ; ΤΡΑΠΕΖΙ    ; MASA            ; STŮL
el      ; ORDENADOR  ; or-de-na-DOR   ; MOBILIARIO     ; #4A1E14    ; #95CDEA    ; Tengo un ordenador en casa.               ; el/un ordenador | los/unos ordenadores | Masculino   ; tener + un/una + [objeto]                                ; Tengo un ordenador en casa.             ; necesitar + un/una + [objeto]                            ; Necesito un ordenador para estudiar.; mi/tu/su + [objeto] + es + [cualidad]                    ; Mi ordenador es nuevo.                    ; COMPUTER       ; ORDINATEUR; COMPUTADOR      ; COMPUTER     ; KOMPUTER ; COMPUTER  ; ΥΠΟΛΟΓΙΣΤΗΣ; BİLGİSAYAR      ; POČÍTAČ
el      ; PÓSTER     ; PÓS-ter        ; MOBILIARIO     ; #4A1E14    ; #95CDEA    ; Hay un póster en el dormitorio.           ; el/un póster | los/unos pósteres | Masculino         ; hay + un/una + [objeto] + en + el/la + [parte de la casa]; Hay un póster en el dormitorio.         ; mi/tu/su + [objeto] + es + [cualidad]                    ; Mi póster es nuevo.                 ; tener + un/una + [objeto]                                ; Tengo un póster de mi cantante favorito.  ; POSTER         ; POSTER    ; PÔSTER          ; POSTER       ; PLAKAT   ; POSTER    ; ΑΦΙΣΑ      ; POSTER          ; PLAKÁT
la      ; SILLA      ; SI-lla         ; MOBILIARIO     ; #4A1E14    ; #EAA095    ; La silla está al lado de la mesa.         ; la/una silla | las/unas sillas | Femenino            ; [objeto1] + estar al lado de + el/la + [objeto2]         ; La silla está al lado de la mesa.       ; hay + un/una + [objeto] + en + el/la + [parte de la casa]; Hay una silla en la cocina.         ; el/la + [objeto] + es + [adjetivo descriptivo]           ; La silla es pequeña.                      ; CHAIR          ; CHAISE    ; CADEIRA         ; STUHL        ; KRZESŁO  ; STOEL     ; ΚΑΡΕΚΛΑ    ; SANDALYE        ; ŽIDLE
el      ; SILLÓN     ; si-LLÓN        ; MOBILIARIO     ; #4A1E14    ; #95CDEA    ; Necesito un sillón nuevo.                 ; el/un sillón | los/unos sillones | Masculino         ; necesitar + un/una + [objeto]                            ; Necesito un sillón nuevo.               ; [objeto] + estar en + el/la + [parte de la casa]         ; El sillón está en el salón-comedor. ; tener + un/una + [objeto]                                ; Tengo un sillón cómodo.                   ; ARMCHAIR       ; FAUTEUIL  ; POLTRONA        ; SESSEL       ; FOTEL    ; FAUTEUIL  ; ΠΟΛΥΘΡΟΝΑ  ; KOLTUK          ; KŘESLO
el      ; SOFÁ       ; so-FÁ          ; MOBILIARIO     ; #4A1E14    ; #95CDEA    ; Mi sofá es nuevo.                         ; el/un sofá | los/unos sofás | Masculino              ; mi/tu/su + [objeto] + es + [cualidad]                    ; Mi sofá es nuevo.                       ; el/la + [objeto] + es + [adjetivo descriptivo]           ; El sofá es grande.                  ; [objeto] + estar en + el/la + [parte de la casa]         ; El sofá está en el salón-comedor.         ; SOFA           ; CANAPÉ    ; SOFÁ            ; SOFA         ; SOFA     ; BANK      ; ΚΑΝΑΠΕΣ    ; KANEPE          ; POHOVKA
la      ; TELEVISIÓN ; te-le-vi-SIÓN  ; MOBILIARIO     ; #4A1E14    ; #EAA095    ; La televisión está en el salón-comedor.   ; la/una televisión | las/unas televisiones | Femenino ; el/la + [objeto] + es + [adjetivo descriptivo]           ; La televisión es grande.                ; tener + un/una + [objeto]                                ; Tengo una televisión grande.        ; hay + un/una + [objeto] + en + el/la + [parte de la casa]; Hay una televisión en el salón-comedor.   ; TELEVISION     ; TÉLÉVISION; TELEVISÃO       ; FERNSEHER    ; TELEWIZOR; TELEVISIE ; ΤΗΛΕΟΡΑΣΗ  ; TELEVİZYON      ; TELEVIZE
el      ; TELÉFONO   ; te-LÉ-fo-no    ; MOBILIARIO     ; #4A1E14    ; #95CDEA    ; El teléfono está en el recibidor.         ; el/un teléfono | los/unos teléfonos | Masculino      ; hay + un/una + [objeto] + en + el/la + [parte de la casa]; Hay un teléfono en el recibidor.        ; necesitar + un/una + [objeto]                            ; Necesito un teléfono nuevo.         ; [objeto] + estar en + el/la + [parte de la casa]         ; El teléfono está en el recibidor.         ; PHONE          ; TÉLÉPHONE ; TELEFONE        ; TELEFON      ; TELEFON  ; TELEFOON  ; ΤΗΛΕΦΩΝΟ   ; TELEFON         ; TELEFON
